"RootKind","RootId","RootCommanders","RootCompleteness","RootManualFallback","FromKind","FromId","RefKind","RefId","Field","Resolution","Source","Depth","Via"
"ability","HHWraithCloak","Horner","ability-with-chain","no","ability","HHWraithCloak","behavior","WraithCloak","Behavior","missing","","1","ability:HHWraithCloak"
"ability","HHWraithCloak","Horner","ability-with-chain","no","ability","HHWraithCloak","button","CloakOn","DefaultButtonFace","missing","","1","ability:HHWraithCloak"
"ability","RavenTargetLock","Horner","ability-with-chain","no","ability","RavenTargetLock","validator","NotHaveTargetLock","Validator","missing","","1","ability:RavenTargetLock"
"ability","RavenTargetLock","Horner","ability-with-chain","no","ability","RavenTargetLock","validator","NotInterceptor","Validator","missing","","1","ability:RavenTargetLock"
"ability","MirageGravitonBeamVoidCampaign","Karax","ability-with-chain","no","ability","MirageGravitonBeamVoidCampaign","validator","IsNotEgg","Validator","missing","","1","ability:MirageGravitonBeamVoidCampaign"
"ability","MirageGravitonBeamVoidCampaign","Karax","ability-with-chain","no","ability","MirageGravitonBeamVoidCampaign","validator","IsNotLarva","Validator","missing","","1","ability:MirageGravitonBeamVoidCampaign"
"ability","HydraliskFrenzy","Kerrigan","ability-minimal","no","ability","HydraliskFrenzy","validator","CasterIsFiringWeapon","Validator","missing","","1","ability:HydraliskFrenzy"
"ability","BattlecruiserMengskYamato","Mengsk","ability-with-chain","no","ability","BattlecruiserMengskYamato","effect","Yamato","Effect","missing","","1","ability:BattlecruiserMengskYamato"
"ability","GhostMengskHoldFire","Mengsk","ability-minimal","no","ability","GhostMengskHoldFire","button","HoldFireMengsk","DefaultButtonFace","missing","","1","ability:GhostMengskHoldFire"
"ability","GhostMengskSuperCloak","Mengsk","ability-with-chain","no","ability","GhostMengskSuperCloak","validator","CasterInCombat","Validator","missing","","1","ability:GhostMengskSuperCloak"
"ability","MarauderMengskAttackSpeedBoost","Mengsk","ability-with-chain","no","ability","MarauderMengskAttackSpeedBoost","validator","CasterIsFiringWeapon","Validator","missing","","1","ability:MarauderMengskAttackSpeedBoost"
"ability","MedivacMengskDoubleBeamHeal","Mengsk","ability-with-chain","no","ability","MedivacMengskDoubleBeamHeal","validator","healCasterMinEnergy","Validator","missing","","1","ability:MedivacMengskDoubleBeamHeal"
"ability","MedivacMengskDoubleBeamHeal","Mengsk","ability-with-chain","no","ability","MedivacMengskDoubleBeamHeal","validator","healSmartTargetFilters","Validator","missing","","1","ability:MedivacMengskDoubleBeamHeal"
"ability","MedivacMengskDoubleBeamHeal","Mengsk","ability-with-chain","no","ability","MedivacMengskDoubleBeamHeal","validator","NotStopping","Validator","missing","","1","ability:MedivacMengskDoubleBeamHeal"
"ability","MedivacMengskDoubleBeamHeal","Mengsk","ability-with-chain","no","ability","MedivacMengskDoubleBeamHeal","validator","NotWarpingIn","Validator","missing","","1","ability:MedivacMengskDoubleBeamHeal"
"ability","MedivacMengskTransport","Mengsk","ability-minimal","no","ability","MedivacMengskTransport","validator","NotWidowMineTarget","Validator","missing","","1","ability:MedivacMengskTransport"
"ability","TerranBuildMengsk","Mengsk","ability-with-chain","no","ability","TerranBuildMengsk","validator","HasVespene","Validator","missing","","1","ability:TerranBuildMengsk"
"ability","EMPBlackOps","Nova","ability-with-chain","no","ability","EMPBlackOps","effect","EMPLaunchMissile","Effect","missing","","1","ability:EMPBlackOps"
"ability","HellbatCharge","Nova","ability-with-chain","no","ability","HellbatCharge","validator","CasterNotHoldingPosition","Validator","missing","","1","ability:HellbatCharge"
"ability","Snipe_BlackOps","Nova","ability-with-chain","no","ability","Snipe_BlackOps","effect","Snipe","Effect","missing","","1","ability:Snipe_BlackOps"
"ability","BanelingStetmannExplode","Stetmann","ability-with-chain","no","ability","BanelingStetmannExplode","effect","Explode","Effect","missing","","1","ability:BanelingStetmannExplode"
"ability","BanelingStetmannJump","Stetmann","ability-minimal","no","ability","BanelingStetmannJump","validator","CasterNotHoldingPosition","Validator","missing","","1","ability:BanelingStetmannJump"
"ability","BroodLordStetmannBomberMagazine","Stetmann","ability-with-chain","no","ability","BroodLordStetmannBomberMagazine","effect","InterceptorFate","Effect","missing","","1","ability:BroodLordStetmannBomberMagazine"
"ability","BroodLordStetmannYamatoGun","Stetmann","ability-with-chain","no","ability","BroodLordStetmannYamatoGun","effect","Yamato","Effect","missing","","1","ability:BroodLordStetmannYamatoGun"
"ability","CorruptorStetmannMissilePods","Stetmann","ability-with-chain","no","ability","CorruptorStetmannMissilePods","effect","MissilePods","Effect","missing","","1","ability:CorruptorStetmannMissilePods"
"ability","GaryStetmannRecall","Stetmann","ability-with-chain","no","ability","GaryStetmannRecall","effect","MassRecall","Effect","missing","","1","ability:GaryStetmannRecall"
"ability","MorphToBanelingStetmann","Stetmann","ability-with-chain","no","ability","MorphToBanelingStetmann","effect","PostMorphHeal","Effect","missing","","1","ability:MorphToBanelingStetmann"
"ability","MorphToCBroodLordStetmann","Stetmann","ability-with-chain","no","ability","MorphToCBroodLordStetmann","effect","PostMorphHeal","Effect","missing","","1","ability:MorphToCBroodLordStetmann"
"ability","MorphToLurkerStetmann","Stetmann","ability-with-chain","no","ability","MorphToLurkerStetmann","effect","PostMorphHeal","Effect","missing","","1","ability:MorphToLurkerStetmann"
"ability","MorphToRavagerStetmann","Stetmann","ability-with-chain","no","ability","MorphToRavagerStetmann","effect","PostMorphHeal","Effect","missing","","1","ability:MorphToRavagerStetmann"
"ability","PowerFieldSuperGaryStetmannEnergy","Stetmann","ability-with-chain","no","ability","PowerFieldSuperGaryStetmannEnergy","effect","PowerFieldSuperGaryStetmann","Effect","missing","","1","ability:PowerFieldSuperGaryStetmannEnergy"
"ability","SuperGaryStetmannRecall","Stetmann","ability-with-chain","no","ability","SuperGaryStetmannRecall","effect","MassRecall","Effect","missing","","1","ability:SuperGaryStetmannRecall"
"ability","ZergBuildStetmann","Stetmann","ability-with-chain","no","ability","ZergBuildStetmann","requirement","HideExtractor","Requirements","missing","","1","ability:ZergBuildStetmann"
"ability","ZergBuildStetmann","Stetmann","ability-with-chain","no","ability","ZergBuildStetmann","validator","HasVespene","Validator","missing","","1","ability:ZergBuildStetmann"
"ability","ScienceVesselNanoRepairDouble","Swann","ability-with-chain","no","ability","ScienceVesselNanoRepairDouble","validator","CasterHas10Energy","Validator","missing","","1","ability:ScienceVesselNanoRepairDouble"
"ability","ScienceVesselNanoRepairDouble","Swann","ability-with-chain","no","ability","ScienceVesselNanoRepairDouble","validator","NotWarpingIn","Validator","missing","","1","ability:ScienceVesselNanoRepairDouble"
"ability","TychusGhostPsychicSnare","Tychus","ability-with-chain","no","ability","TychusGhostPsychicSnare","validator","noMarkers","Validator","missing","","1","ability:TychusGhostPsychicSnare"
"ability","TychusMedicDefensiveMatrix","Tychus","ability-with-chain","no","ability","TychusMedicDefensiveMatrix","validator","TargetInCombat","Validator","missing","","1","ability:TychusMedicDefensiveMatrix"
"ability","TychusMedivacDoubleHealPlusMech","Tychus","ability-with-chain","no","ability","TychusMedivacDoubleHealPlusMech","validator","healSmartTargetFilters","Validator","missing","","1","ability:TychusMedivacDoubleHealPlusMech"
"ability","TychusMedivacDoubleHealPlusMech","Tychus","ability-with-chain","no","ability","TychusMedivacDoubleHealPlusMech","validator","NotMaxHP","Validator","missing","","1","ability:TychusMedivacDoubleHealPlusMech"
"ability","TychusMedivacDoubleHealPlusMech","Tychus","ability-with-chain","no","ability","TychusMedivacDoubleHealPlusMech","validator","NotStasis","Validator","missing","","1","ability:TychusMedivacDoubleHealPlusMech"
"ability","TychusMedivacDoubleHealPlusMech","Tychus","ability-with-chain","no","ability","TychusMedivacDoubleHealPlusMech","validator","NotStopping","Validator","missing","","1","ability:TychusMedivacDoubleHealPlusMech"
"ability","TychusMedivacDoubleHealPlusMech","Tychus","ability-with-chain","no","ability","TychusMedivacDoubleHealPlusMech","validator","NotWarpingIn","Validator","missing","","1","ability:TychusMedivacDoubleHealPlusMech"
"ability","TychusShredderGrenade","Tychus","ability-with-chain","no","ability","TychusShredderGrenade","effect","TossGrenade","Effect","missing","","1","ability:TychusShredderGrenade"
"ability","TychusTerranBuild","Tychus","ability-with-chain","no","ability","TychusTerranBuild","button","Bunker","DefaultButtonFace","missing","","1","ability:TychusTerranBuild"
"ability","TychusTerranBuild","Tychus","ability-with-chain","no","ability","TychusTerranBuild","button","EngineeringBay","DefaultButtonFace","missing","","1","ability:TychusTerranBuild"
"ability","TychusTerranBuild","Tychus","ability-with-chain","no","ability","TychusTerranBuild","button","Refinery","DefaultButtonFace","missing","","1","ability:TychusTerranBuild"
"ability","TychusTerranBuild","Tychus","ability-with-chain","no","ability","TychusTerranBuild","validator","HasVespene","Validator","missing","","1","ability:TychusTerranBuild"
"ability","ScourgeDetonate","Zagara","ability-with-chain","no","ability","ScourgeDetonate","effect","SuicideSet","Effect","missing","","1","ability:ScourgeDetonate"
"ability","ZagaraVoidCoopBanelingBarrage","Zagara","ability-with-chain","no","ability","ZagaraVoidCoopBanelingBarrage","effect","ZagaraVoidCoopBanelingBarrageCP","Effect","missing","","1","ability:ZagaraVoidCoopBanelingBarrage"
"ability","ZagaraVoidCoopSpawnHunterKillers","Zagara","ability-with-chain","no","ability","ZagaraVoidCoopSpawnHunterKillers","effect","ZagaraVoidCoopSpawnHunterKillersInitialSet","Effect","missing","","1","ability:ZagaraVoidCoopSpawnHunterKillers"
"ability","ZeratulCharge","Zeratul","ability-with-chain","no","ability","ZeratulCharge","effect","Charge","Effect","missing","","1","ability:ZeratulCharge"
"ability","ZeratulCharge","Zeratul","ability-with-chain","no","ability","ZeratulCharge","validator","CasterNotHoldingPosition","Validator","missing","","1","ability:ZeratulCharge"
"ability","ZeratulImmortalBarrierBase","Zeratul","ability-with-chain","no","ability","ZeratulImmortalBarrierBase","validator","CasterShieldsLT1","Validator","missing","","1","ability:ZeratulImmortalBarrierBase"
"ability","ZeratulPhasingMode","Zeratul","ability-with-chain","no","ability","ZeratulPhasingMode","button","PhasingMode","DefaultButtonFace","missing","","1","ability:ZeratulPhasingMode"
"ability","ZeratulReflectionShield","Zeratul","ability-with-chain","no","ability","ZeratulReflectionShield","validator","VoidSentryNearbyFriendlyUnitInCombat","Validator","missing","","1","ability:ZeratulReflectionShield"
"ability","ZeratulSentryShieldRepair","Zeratul","ability-with-chain","no","ability","ZeratulSentryShieldRepair","validator","CasterHas10Energy","Validator","missing","","1","ability:ZeratulSentryShieldRepair"
"ability","ZeratulSentryShieldRepair","Zeratul","ability-with-chain","no","ability","ZeratulSentryShieldRepair","validator","NotWarpingIn","Validator","missing","","1","ability:ZeratulSentryShieldRepair"
"ability","ZeratulZealotWhirlwind","Zeratul","ability-with-chain","no","ability","ZeratulZealotWhirlwind","effect","VoidZealotWhirlwind","Effect","missing","","1","ability:ZeratulZealotWhirlwind"
"ability","ZeratulZealotWhirlwind","Zeratul","ability-with-chain","no","ability","ZeratulZealotWhirlwind","effect","VoidZealotWhirlwindSet","Effect","missing","","1","ability:ZeratulZealotWhirlwind"
"ability","ZeratulZealotWhirlwind","Zeratul","ability-with-chain","no","ability","ZeratulZealotWhirlwind","validator","VoidZealotWhirlwindCheck","Validator","missing","","1","ability:ZeratulZealotWhirlwind"
