RootKind	RootId	RootCommanders	RootCompleteness	RootManualFallback	FromKind	FromId	RefKind	RefId	Field	Resolution	Source	Depth	Via
ability	BanelingStetmannExplode	Stetmann	ability-with-chain	no	ability	BanelingStetmannExplode	effect	Explode	Effect	missing		1	ability:BanelingStetmannExplode
ability	BanelingStetmannJump	Stetmann	ability-minimal	no	ability	BanelingStetmannJump	requirement	HaveBanelingStetmannMovementSpeed	Requirements	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/requirementdata.xml	1	ability:BanelingStetmannJump
ability	BanelingStetmannJump	Stetmann	ability-minimal	no	ability	BanelingStetmannJump	validator	CasterNotHoldingPosition	Validator	missing		1	ability:BanelingStetmannJump
ability	Banshee_BlackOpsAirstrike	Nova	ability-with-chain	no	ability	Banshee_BlackOpsAirstrike	requirement	HaveBansheeAirstrike	Requirements	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/requirementdata.xml	1	ability:Banshee_BlackOpsAirstrike
ability	Banshee_BlackOpsAirstrike	Nova	ability-with-chain	no	ability	Banshee_BlackOpsAirstrike	validator	BlackOpsAirstrikeMinimum3EnemyTargets	Validator	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/ValidatorData.xml	1	ability:Banshee_BlackOpsAirstrike
ability	Banshee_BlackOpsAirstrike	Nova	ability-with-chain	no	ability	Banshee_BlackOpsAirstrike	effect	Banshee_BlackOpsAirstrikeSet	Effect	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:Banshee_BlackOpsAirstrike
ability	Banshee_BlackOpsAirstrike	Nova	ability-with-chain	no	ability	Banshee_BlackOpsAirstrike	effect	Banshee_BlackOpsAirstrikeSearch	Effect	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:Banshee_BlackOpsAirstrike
ability	BattlecruiserMengskHyperjump	Mengsk	ability-with-chain	no	ability	BattlecruiserMengskHyperjump	requirement	HaveMengskVeterancyBattlecruiserMengskLevel1	Requirements	xm-dependency	原始mod/Mods/XM/XMMengsk.SC2Mod/Base.SC2Data/GameData/RequirementData.xml	1	ability:BattlecruiserMengskHyperjump
ability	BattlecruiserMengskHyperjump	Mengsk	ability-with-chain	no	ability	BattlecruiserMengskHyperjump	effect	HyperjumpMengskCreatePrecursor	Effect	xm-dependency	原始mod/Mods/XM/XMMengsk.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:BattlecruiserMengskHyperjump
ability	BattlecruiserMengskYamato	Mengsk	ability-with-chain	no	ability	BattlecruiserMengskYamato	requirement	HaveMengskVeterancyBattlecruiserMengskLevel1	Requirements	xm-dependency	原始mod/Mods/XM/XMMengsk.SC2Mod/Base.SC2Data/GameData/RequirementData.xml	1	ability:BattlecruiserMengskYamato
ability	BattlecruiserMengskYamato	Mengsk	ability-with-chain	no	ability	BattlecruiserMengskYamato	effect	BattlecruiserMengskYamatoLevelSwitch	Effect	xm-dependency	原始mod/Mods/XM/XMMengsk.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:BattlecruiserMengskYamato
ability	BattlecruiserMengskYamato	Mengsk	ability-with-chain	no	ability	BattlecruiserMengskYamato	effect	Yamato	Effect	missing		1	ability:BattlecruiserMengskYamato
ability	Blink	Alarak,Vorazun	ability-minimal	no	ability	Blink	requirement	UseBlink	Requirements	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/requirementdata.xml	1	ability:Blink
ability	BlinkSlayer	Alarak,Vorazun	ability-with-chain	no	ability	BlinkSlayer	requirement	UseBlinkSlayer	Requirements	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/requirementdata.xml	1	ability:BlinkSlayer
ability	BlinkSlayer	Alarak,Vorazun	ability-with-chain	no	ability	BlinkSlayer	effect	PhaseBlinkSet	Effect	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:BlinkSlayer
ability	BroodLordStetmannBomberMagazine	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBomberMagazine	requirement	BroodLordStetmannBuildBomber	Requirements	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/requirementdata.xml	1	ability:BroodLordStetmannBomberMagazine
ability	BroodLordStetmannBomberMagazine	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBomberMagazine	effect	BroodLordStetmannInterceptorCreate	Effect	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/effectdata.xml	1	ability:BroodLordStetmannBomberMagazine
ability	BroodLordStetmannBomberMagazine	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBomberMagazine	effect	InterceptorFate	Effect	missing		1	ability:BroodLordStetmannBomberMagazine
ability	BroodLordStetmannBomberMagazine	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBomberMagazine	unit	InterceptorStetmann	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BroodLordStetmannBomberMagazine
ability	BroodLordStetmannBroodlingEscortArmAugment	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBroodlingEscortArmAugment	requirement	ArmBroodlingEscortStetmann	Requirements	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/requirementdata.xml	1	ability:BroodLordStetmannBroodlingEscortArmAugment
ability	BroodLordStetmannBroodlingEscortArmAugment	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBroodlingEscortArmAugment	validator	BroodLordStetmannBroodlingArmAutoCastOn	Validator	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/validatordata.xml	1	ability:BroodLordStetmannBroodlingEscortArmAugment
ability	BroodLordStetmannBroodlingEscortArmAugment	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBroodlingEscortArmAugment	effect	BroodLordStetmannBroodlingEscortArmDelay	Effect	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/commanders/egonstetmann.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:BroodLordStetmannBroodlingEscortArmAugment
ability	BroodLordStetmannYamatoGun	Stetmann	ability-with-chain	no	ability	BroodLordStetmannYamatoGun	requirement	BroodLordStetmannYamato	Requirements	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/requirementdata.xml	1	ability:BroodLordStetmannYamatoGun
ability	BroodLordStetmannYamatoGun	Stetmann	ability-with-chain	no	ability	BroodLordStetmannYamatoGun	effect	BroodLordStetmannYamatoMissile	Effect	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/effectdata.xml	1	ability:BroodLordStetmannYamatoGun
ability	BroodLordStetmannYamatoGun	Stetmann	ability-with-chain	no	ability	BroodLordStetmannYamatoGun	effect	Yamato	Effect	missing		1	ability:BroodLordStetmannYamatoGun
ability	BrutaliskDeepTunnel	Abathur	ability-with-chain	no	ability	BrutaliskDeepTunnel	effect	BrutaliskDeepTunnelCU	Effect	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:BrutaliskDeepTunnel
ability	BuildAutoTurret_BlackOps	Nova	ability-with-chain	no	ability	BuildAutoTurret_BlackOps	button	AutoTurret_BlackOps	DefaultButtonFace	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	1	ability:BuildAutoTurret_BlackOps
ability	BuildAutoTurret_BlackOps	Nova	ability-with-chain	no	ability	BuildAutoTurret_BlackOps	effect	AutoTurret_BlackOpsRelease	Effect	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:BuildAutoTurret_BlackOps
ability	BuildAutoTurret_BlackOps	Nova	ability-with-chain	no	ability	BuildAutoTurret_BlackOps	effect	AutoTurret_BlackOps	Effect	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:BuildAutoTurret_BlackOps
ability	BuildAutoTurret_BlackOps	Nova	ability-with-chain	no	ability	BuildAutoTurret_BlackOps	unit	NovaACLaserTurret	Unit	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BuildAutoTurret_BlackOps
ability	BurrowBanelingDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowBanelingDownStetmann	unit	BanelingStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowBanelingDownStetmann
ability	BurrowBrutaliskDown	Abathur	ability-with-chain	no	ability	BurrowBrutaliskDown	unit	BrutaliskBurrowed	UnitAttr	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/unitdata.xml	1	ability:BurrowBrutaliskDown
ability	BurrowDehakaHydraliskLevel2Down	Dehaka	ability-with-chain	no	ability	BurrowDehakaHydraliskLevel2Down	unit	DehakaHydraliskLevel2Burrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaHydraliskLevel2Down
ability	BurrowDehakaRavasaurDown	Dehaka	ability-with-chain	no	ability	BurrowDehakaRavasaurDown	unit	DehakaRavasaurBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaRavasaurDown
ability	BurrowDehakaRoachLevel2Down	Dehaka	ability-with-chain	no	ability	BurrowDehakaRoachLevel2Down	unit	DehakaRoachLevel2Burrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaRoachLevel2Down
ability	BurrowDehakaRoachLevel3Down	Dehaka	ability-with-chain	no	ability	BurrowDehakaRoachLevel3Down	unit	DehakaRoachLevel3Burrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaRoachLevel3Down
ability	BurrowDehakaUltraliskLevel2Down	Dehaka	ability-with-chain	no	ability	BurrowDehakaUltraliskLevel2Down	unit	DehakaUltraliskLevel2Burrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaUltraliskLevel2Down
ability	BurrowDehakaUltraliskLevel3Down	Dehaka	ability-with-chain	no	ability	BurrowDehakaUltraliskLevel3Down	unit	DehakaUltraliskLevel3Burrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaUltraliskLevel3Down
ability	BurrowDehakaZerglingLevel2Down	Dehaka	ability-with-chain	no	ability	BurrowDehakaZerglingLevel2Down	unit	DehakaZerglingLevel2Burrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaZerglingLevel2Down
ability	BurrowHydraliskDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowHydraliskDownStetmann	unit	HydraliskStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowHydraliskDownStetmann
ability	BurrowImpalerDehakaDown	Dehaka	ability-with-chain	no	ability	BurrowImpalerDehakaDown	unit	ImpalerDehakaBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowImpalerDehakaDown
ability	BurrowInfestorDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowInfestorDownStetmann	unit	InfestorStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowInfestorDownStetmann
ability	BurrowLurkerDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowLurkerDownStetmann	unit	LurkerStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowLurkerDownStetmann
ability	BurrowLurkerUpStetmann	Stetmann	ability-with-chain	no	ability	BurrowLurkerUpStetmann	unit	LurkerStetmann	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowLurkerUpStetmann
ability	BurrowRavagerAbathurDown	Abathur	ability-with-chain	no	ability	BurrowRavagerAbathurDown	unit	RavagerAbathurBurrowed	UnitAttr	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/unitdata.xml	1	ability:BurrowRavagerAbathurDown
ability	BurrowRavagerDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowRavagerDownStetmann	unit	RavagerStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowRavagerDownStetmann
ability	BurrowRoachDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowRoachDownStetmann	unit	RoachStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowRoachDownStetmann
ability	BurrowSIInfestedCivilianDown	Stukov	ability-with-chain	no	ability	BurrowSIInfestedCivilianDown	unit	SIInfestedCivilianBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStukov.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowSIInfestedCivilianDown
ability	BurrowSIInfestedMarineDown	Stukov	ability-with-chain	no	ability	BurrowSIInfestedMarineDown	unit	SIInfestedMarineBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStukov.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowSIInfestedMarineDown
ability	BurrowUltraliskDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowUltraliskDownStetmann	unit	UltraliskStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowUltraliskDownStetmann
ability	BurrowZerglingDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowZerglingDownStetmann	unit	ZerglingStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowZerglingDownStetmann
ability	CausticSpray	Zagara	ability-minimal	no	ability	CausticSpray	requirement	HaveCausticSpray	Requirements	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/requirementdata.xml	1	ability:CausticSpray
ability	Charge	Artanis,Vorazun	ability-minimal	no	ability	Charge	requirement	UseCharge	Requirements	missing		1	ability:Charge
ability	CommanderPrestigeDehakaPackLeadersRetreat	Dehaka	ability-with-chain	no	ability	CommanderPrestigeDehakaPackLeadersRetreat	requirement	CommanderPrestigeDehakaPackLeaders	Requirements	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/RequirementData.xml	1	ability:CommanderPrestigeDehakaPackLeadersRetreat
ability	CommanderPrestigeDehakaPackLeadersRetreat	Dehaka	ability-with-chain	no	ability	CommanderPrestigeDehakaPackLeadersRetreat	effect	TimedLifeFate	Effect	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:CommanderPrestigeDehakaPackLeadersRetreat
ability	CommanderPrestigeSwannHerculesScienceVesselTacticalJump	Swann	ability-with-chain	no	ability	CommanderPrestigeSwannHerculesScienceVesselTacticalJump	requirement	CommanderPrestigeSwannHercules	Requirements	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/requirementdata.xml	1	ability:CommanderPrestigeSwannHerculesScienceVesselTacticalJump
ability	CommanderPrestigeSwannHerculesScienceVesselTacticalJump	Swann	ability-with-chain	no	ability	CommanderPrestigeSwannHerculesScienceVesselTacticalJump	effect	FleetwideJumpCreatePrecursor	Effect	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:CommanderPrestigeSwannHerculesScienceVesselTacticalJump
ability	CommanderPrestigeZagaraZagaraDeepTunnel	Zagara	ability-with-chain	no	ability	CommanderPrestigeZagaraZagaraDeepTunnel	effect	AbathurDeepTunnelCU	Effect	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:CommanderPrestigeZagaraZagaraDeepTunnel
ability	CoopMurvarSpawnCreepers	Dehaka	ability-minimal	no	ability	CoopMurvarSpawnCreepers	validator	EnemiesWithin12	Validator	xm-dependency	原始mod/Mods/XM/XMCore.SC2Mod/Base.SC2Data/GameData/ValidatorData.xml	1	ability:CoopMurvarSpawnCreepers
ability	CorruptorStetmannCausticSpray	Stetmann	ability-with-chain	no	ability	CorruptorStetmannCausticSpray	requirement	HaveCorruptorStetmannCausticSpray	Requirements	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/requirementdata.xml	1	ability:CorruptorStetmannCausticSpray
ability	CorruptorStetmannCausticSpray	Stetmann	ability-with-chain	no	ability	CorruptorStetmannCausticSpray	effect	CorruptorStetmannCausticSprayBasePersistent	Effect	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/effectdata.xml	1	ability:CorruptorStetmannCausticSpray
ability	CorruptorStetmannMissilePods	Stetmann	ability-with-chain	no	ability	CorruptorStetmannMissilePods	effect	HurricaneMissileStetmann	Effect	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/effectdata.xml	1	ability:CorruptorStetmannMissilePods
ability	CorruptorStetmannMissilePods	Stetmann	ability-with-chain	no	ability	CorruptorStetmannMissilePods	effect	HurricaneMissileDamageStetmann	Effect	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/effectdata.xml	1	ability:CorruptorStetmannMissilePods
ability	CorruptorStetmannMissilePods	Stetmann	ability-with-chain	no	ability	CorruptorStetmannMissilePods	effect	MissilePods	Effect	missing		1	ability:CorruptorStetmannMissilePods
ability	CorsairMPDisruptionWeb	Vorazun	ability-minimal	no	ability	CorsairMPDisruptionWeb	requirement	HaveCorsairDisruptionWeb	Requirements	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/requirementdata.xml	1	ability:CorsairMPDisruptionWeb
ability	DarkTemplarShadowDash	Vorazun	ability-minimal	no	ability	DarkTemplarShadowDash	requirement	HaveResearchShadowDash	Requirements	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/requirementdata.xml	1	ability:DarkTemplarShadowDash
ability	DarkTemplarShadowFury	Vorazun	ability-minimal	no	ability	DarkTemplarShadowFury	requirement	HaveResearchShadowFury	Requirements	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/requirementdata.xml	1	ability:DarkTemplarShadowFury
ability	DefensiveMatrixTarget	Swann	ability-with-chain	no	ability	DefensiveMatrixTarget	requirement	UseDefensiveMatrixTarget	Requirements	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/requirementdata.xml	1	ability:DefensiveMatrixTarget
ability	DefensiveMatrixTarget	Swann	ability-with-chain	no	ability	DefensiveMatrixTarget	effect	DefensiveMatrixSet	Effect	official-reference	references/sc2-build-96883-casc-export/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:DefensiveMatrixTarget
ability	DehakaAirAttackUpgrade	Dehaka	ability-with-chain	no	ability	DehakaAirAttackUpgrade	behavior	DehakaAirAttackUpgrade	BehaviorArray	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/BehaviorData.xml	1	ability:DehakaAirAttackUpgrade
ability	DehakaAirAttackUpgrade	Dehaka	ability-with-chain	no	ability	DehakaAirAttackUpgrade	button	DehakaAirAttackUpgrade	DefaultButtonFace	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	1	ability:DehakaAirAttackUpgrade
ability	DehakaAirAttackUpgrade	Dehaka	ability-with-chain	no	ability	DehakaAirAttackUpgrade	behavior	DehakaAirAttackUpgrade	Behavior	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/BehaviorData.xml	1	ability:DehakaAirAttackUpgrade
ability	DehakaArmorUpgrade	Dehaka	ability-with-chain	no	ability	DehakaArmorUpgrade	behavior	DehakaArmorUpgrade1	BehaviorArray	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/BehaviorData.xml	1	ability:DehakaArmorUpgrade
ability	DehakaArmorUpgrade	Dehaka	ability-with-chain	no	ability	DehakaArmorUpgrade	button	LearnDehakaArmorUpgrade	DefaultButtonFace	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	1	ability:DehakaArmorUpgrade
ability	DehakaArmorUpgrade	Dehaka	ability-with-chain	no	ability	DehakaArmorUpgrade	behavior	DehakaArmorUpgrade1	Behavior	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/BehaviorData.xml	1	ability:DehakaArmorUpgrade
ability	DehakaConsume	Dehaka	ability-with-chain	no	ability	DehakaConsume	effect	DehakaConsumeLaunchMissile	Effect	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:DehakaConsume
ability	DehakaConsume	Dehaka	ability-with-chain	no	ability	DehakaConsume	effect	FaceEmbrace	Effect	missing		1	ability:DehakaConsume
ability	DehakaDetector	Dehaka	ability-with-chain	no	ability	DehakaDetector	behavior	DehakaDetectorPassive	BehaviorArray	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/BehaviorData.xml	1	ability:DehakaDetector
ability	DehakaDetector	Dehaka	ability-with-chain	no	ability	DehakaDetector	behavior	DehakaDetectorPassive	Behavior	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/BehaviorData.xml	1	ability:DehakaDetector
ability	DehakaDroneMorph	Dehaka	ability-with-chain	no	ability	DehakaDroneMorph	requirement	DehakaGlevigBuild	Requirements	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/RequirementData.xml	1	ability:DehakaDroneMorph
ability	DehakaDroneMorph	Dehaka	ability-with-chain	no	ability	DehakaDroneMorph	requirement	DehakaMurvarBuild	Requirements	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/RequirementData.xml	1	ability:DehakaDroneMorph
