RootKind	RootId	RootCommanders	RootCompleteness	RootManualFallback	FromKind	FromId	RefKind	RefId	Field	Resolution	Source	Depth	Via
ability	AlarakACSummonDeathfleetTarget	Alarak	ability-with-chain	no	unit	SOAMothershipv4	behavior	CommanderPrestigeAlarakDeathFleetPowerSource	BehaviorArray	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/behaviordata.xml	2	ability:AlarakACSummonDeathfleetTarget -> unit:SOAMothershipv4
ability	AlarakACSummonDeathfleetTarget	Alarak	ability-with-chain	no	unit	SOAMothershipv4	weapon	SOAMothershipLineAttack	WeaponArray.Link	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/weapondata.xml	2	ability:AlarakACSummonDeathfleetTarget -> unit:SOAMothershipv4
ability	AlarakACSummonDeathfleetTarget	Alarak	ability-with-chain	no	unit	SOAMothershipv4	ability	SOAMothershipLineAttack	AbilCmd	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/abildata.xml	2	ability:AlarakACSummonDeathfleetTarget -> unit:SOAMothershipv4
ability	AlarakACSummonDeathfleetTarget	Alarak	ability-with-chain	no	unit	SOAMothershipv4	ability	AlarakMothershipMassRecall	AbilCmd	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/abildata.xml	2	ability:AlarakACSummonDeathfleetTarget -> unit:SOAMothershipv4
ability	AlarakACSummonDeathfleetTarget	Alarak	ability-with-chain	no	unit	SOAMothershipv4	ability	AlarakMothershipWarpTrain	AbilCmd	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/abildata.xml	2	ability:AlarakACSummonDeathfleetTarget -> unit:SOAMothershipv4
ability	AlarakACSummonDeathfleetTarget	Alarak	ability-with-chain	no	unit	SOAMothershipv4	button	SOAMothershipLineAttack	Face	official-reference	游戏数据/官方SC2原始文本镜像/campaigns/void.sc2campaign/base.sc2data/gamedata/buttondata.xml	2	ability:AlarakACSummonDeathfleetTarget -> unit:SOAMothershipv4
ability	AlarakACSummonDeathfleetTarget	Alarak	ability-with-chain	no	unit	SOAMothershipv4	button	AlarakMothershipMassTeleport	Face	xm-dependency	原始mod/Mods/XM/XMAlarak.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	2	ability:AlarakACSummonDeathfleetTarget -> unit:SOAMothershipv4
ability	AlarakACSummonDeathfleetTarget	Alarak	ability-with-chain	no	unit	SOAMothershipv4	button	AlarakSOAMothershipLineAttackLocked	Face	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/buttondata.xml	2	ability:AlarakACSummonDeathfleetTarget -> unit:SOAMothershipv4
ability	AlarakACSummonDeathfleetTarget	Alarak	ability-with-chain	no	unit	SOAMothershipv4	button	VoidRayTaldarim	Face	official-reference	游戏数据/官方SC2原始文本镜像/campaigns/void.sc2campaign/base.sc2data/gamedata/buttondata.xml	2	ability:AlarakACSummonDeathfleetTarget -> unit:SOAMothershipv4
ability	AlarakACSummonDeathfleetTarget	Alarak	ability-with-chain	no	unit	SOAMothershipv4	requirement	HaveAlarakCommander	Requirements	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/requirementdata.xml	2	ability:AlarakACSummonDeathfleetTarget -> unit:SOAMothershipv4
ability	AlarakACSummonDeathfleetTarget	Alarak	ability-with-chain	no	effect	AlarakACSummonDeathfleet	validator	HasVision	Validator	official-reference	游戏数据/官方SC2原始文本镜像/mods/liberty.sc2mod/base.sc2data/gamedata/validatordata.xml	3	ability:AlarakACSummonDeathfleetTarget -> effect:AlarakACSummonDeathFleetInitialSet -> effect:AlarakACSummonDeathfleet
ability	AlarakACSummonDeathfleetTarget	Alarak	ability-with-chain	no	behavior	AllUnitBehaviorController	effect	AllUnitBehaviorControllerSet	Effect	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/effectdata.xml	3	ability:AlarakACSummonDeathfleetTarget -> unit:SOAMothershipv4 -> behavior:AllUnitBehaviorController
ability	AlarakStructureOvercharge	Alarak	ability-with-chain	no	effect	AlarakStructureOverchargeSet	validator	NotCreepTumor	Validator	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/validatordata.xml	2	ability:AlarakStructureOvercharge -> effect:AlarakStructureOverchargeSet
ability	AlarakStructureOvercharge	Alarak	ability-with-chain	no	effect	AlarakStructureOverchargeSet	validator	NotCreepTumorBurrowed	Validator	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/validatordata.xml	2	ability:AlarakStructureOvercharge -> effect:AlarakStructureOverchargeSet
ability	AlarakStructureOvercharge	Alarak	ability-with-chain	no	effect	AlarakStructureOverchargeSet	validator	NotCreepTumorUsed	Validator	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/validatordata.xml	2	ability:AlarakStructureOvercharge -> effect:AlarakStructureOverchargeSet
ability	AlarakStructureOvercharge	Alarak	ability-with-chain	no	effect	AlarakStructureOverchargeSet	validator	NotToxicNest	Validator	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/validatordata.xml	2	ability:AlarakStructureOvercharge -> effect:AlarakStructureOverchargeSet
ability	AlarakStructureOvercharge	Alarak	ability-with-chain	no	effect	AlarakStructureOverchargeSet	validator	NotToxicNestBurrowed	Validator	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/validatordata.xml	2	ability:AlarakStructureOvercharge -> effect:AlarakStructureOverchargeSet
ability	AlarakStructureOvercharge	Alarak	ability-with-chain	no	effect	AlarakStructureOverchargeSet	validator	TargetNotSummonedUnit	Validator	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/validatordata.xml	2	ability:AlarakStructureOvercharge -> effect:AlarakStructureOverchargeSet
ability	AlarakStructureOvercharge	Alarak	ability-with-chain	no	effect	AlarakStructureOverchargeSet	validator	NotSpiderMineBurrowed	Validator	official-reference	游戏数据/官方SC2原始文本镜像/campaigns/liberty.sc2campaign/base.sc2data/gamedata/validatordata.xml	2	ability:AlarakStructureOvercharge -> effect:AlarakStructureOverchargeSet
ability	AlarakStructureOvercharge	Alarak	ability-with-chain	no	effect	AlarakStructureOverchargeSet	effect	AlarakStructureOverchargeAB	Effect	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/effectdata.xml	2	ability:AlarakStructureOvercharge -> effect:AlarakStructureOverchargeSet
ability	AlarakStructureOvercharge	Alarak	ability-with-chain	no	effect	AlarakStructureOverchargeSet	effect	AlarakStructureOverchargeShieldAB	Effect	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/effectdata.xml	2	ability:AlarakStructureOvercharge -> effect:AlarakStructureOverchargeSet
ability	ArchonWarp	Artanis	ability-minimal	no	ability	ArchonWarp	requirement	NotHaveDarkArchonMindControl	Requirements	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/requirementdata.xml	1	ability:ArchonWarp
ability	AscendantSacrificeInstant	Alarak	ability-with-chain	no	ability	AscendantSacrificeInstant	button	AscendantSacrifice	DefaultButtonFace	official-reference	游戏数据/官方SC2原始文本镜像/campaigns/void.sc2campaign/base.sc2data/gamedata/buttondata.xml	1	ability:AscendantSacrificeInstant
ability	AscendantSacrificeInstant	Alarak	ability-with-chain	no	ability	AscendantSacrificeInstant	validator	AscendantSacrificeCasterEnergyLE100	Validator	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/validatordata.xml	1	ability:AscendantSacrificeInstant
ability	AscendantSacrificeInstant	Alarak	ability-with-chain	no	ability	AscendantSacrificeInstant	effect	AscendantSacrificeSearch	Effect	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:AscendantSacrificeInstant
ability	AssaultModeMengsk	Mengsk	ability-with-chain	no	ability	AssaultModeMengsk	effect	VikingMengskGroundAttackDamage	Effect	xm-dependency	原始mod/Mods/XM/XMMengsk.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:AssaultModeMengsk
ability	AssaultModeMengsk	Mengsk	ability-with-chain	no	ability	AssaultModeMengsk	effect	VikingMengskWeaponChange	Effect	xm-dependency	原始mod/Mods/XM/XMMengsk.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:AssaultModeMengsk
ability	AssaultModeMengsk	Mengsk	ability-with-chain	no	ability	AssaultModeMengsk	unit	VikingMengskAssault	UnitAttr	xm-dependency	原始mod/Mods/XM/XMMengsk.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:AssaultModeMengsk
ability	BanelingStetmannExplode	Stetmann	ability-with-chain	no	ability	BanelingStetmannExplode	effect	BanelingStetmannExplodeAbilitySwitch	Effect	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/commanders/egonstetmann.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:BanelingStetmannExplode
ability	BanelingStetmannExplode	Stetmann	ability-with-chain	no	ability	BanelingStetmannExplode	effect	Explode	Effect	cross-kind-reference	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	1	ability:BanelingStetmannExplode
ability	BanelingStetmannJump	Stetmann	ability-minimal	no	ability	BanelingStetmannJump	requirement	HaveBanelingStetmannMovementSpeed	Requirements	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/requirementdata.xml	1	ability:BanelingStetmannJump
ability	BanelingStetmannJump	Stetmann	ability-minimal	no	ability	BanelingStetmannJump	validator	CasterNotHoldingPosition	Validator	official-reference	游戏数据/官方SC2原始文本镜像/mods/liberty.sc2mod/base.sc2data/gamedata/validatordata.xml	1	ability:BanelingStetmannJump
ability	Banshee_BlackOpsAirstrike	Nova	ability-with-chain	no	ability	Banshee_BlackOpsAirstrike	requirement	HaveBansheeAirstrike	Requirements	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/requirementdata.xml	1	ability:Banshee_BlackOpsAirstrike
ability	Banshee_BlackOpsAirstrike	Nova	ability-with-chain	no	ability	Banshee_BlackOpsAirstrike	validator	BlackOpsAirstrikeMinimum3EnemyTargets	Validator	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/ValidatorData.xml	1	ability:Banshee_BlackOpsAirstrike
ability	Banshee_BlackOpsAirstrike	Nova	ability-with-chain	no	ability	Banshee_BlackOpsAirstrike	effect	Banshee_BlackOpsAirstrikeSet	Effect	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:Banshee_BlackOpsAirstrike
ability	Banshee_BlackOpsAirstrike	Nova	ability-with-chain	no	ability	Banshee_BlackOpsAirstrike	effect	Banshee_BlackOpsAirstrikeSearch	Effect	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:Banshee_BlackOpsAirstrike
ability	BansheeAirstrike	Raynor	ability-minimal	no	effect	BansheeAirstrikeSearch	effect	BansheeAirstrikeDamage	EffectAttr	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/effectdata.xml	2	ability:BansheeAirstrike -> effect:BansheeAirstrikeSearch
ability	BattlecruiserMengskHyperjump	Mengsk	ability-with-chain	no	ability	BattlecruiserMengskHyperjump	requirement	HaveMengskVeterancyBattlecruiserMengskLevel1	Requirements	xm-dependency	原始mod/Mods/XM/XMMengsk.SC2Mod/Base.SC2Data/GameData/RequirementData.xml	1	ability:BattlecruiserMengskHyperjump
ability	BattlecruiserMengskHyperjump	Mengsk	ability-with-chain	no	ability	BattlecruiserMengskHyperjump	effect	HyperjumpMengskCreatePrecursor	Effect	xm-dependency	原始mod/Mods/XM/XMMengsk.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:BattlecruiserMengskHyperjump
ability	BattlecruiserMengskYamato	Mengsk	ability-with-chain	no	ability	BattlecruiserMengskYamato	requirement	HaveMengskVeterancyBattlecruiserMengskLevel1	Requirements	xm-dependency	原始mod/Mods/XM/XMMengsk.SC2Mod/Base.SC2Data/GameData/RequirementData.xml	1	ability:BattlecruiserMengskYamato
ability	BattlecruiserMengskYamato	Mengsk	ability-with-chain	no	ability	BattlecruiserMengskYamato	effect	BattlecruiserMengskYamatoLevelSwitch	Effect	xm-dependency	原始mod/Mods/XM/XMMengsk.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:BattlecruiserMengskYamato
ability	BattlecruiserMengskYamato	Mengsk	ability-with-chain	no	ability	BattlecruiserMengskYamato	effect	Yamato	Effect	official-reference	游戏数据/官方SC2原始文本镜像/mods/liberty.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:BattlecruiserMengskYamato
ability	Blink	Alarak,Vorazun	ability-minimal	no	ability	Blink	requirement	UseBlink	Requirements	official-reference	游戏数据/官方SC2原始文本镜像/mods/liberty.sc2mod/base.sc2data/gamedata/requirementdata.xml	1	ability:Blink
ability	BlinkSlayer	Alarak,Vorazun	ability-with-chain	no	ability	BlinkSlayer	requirement	UseBlinkSlayer	Requirements	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/requirementdata.xml	1	ability:BlinkSlayer
ability	BlinkSlayer	Alarak,Vorazun	ability-with-chain	no	ability	BlinkSlayer	effect	PhaseBlinkSet	Effect	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:BlinkSlayer
ability	BroodLordStetmannBomberMagazine	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBomberMagazine	requirement	BroodLordStetmannBuildBomber	Requirements	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/requirementdata.xml	1	ability:BroodLordStetmannBomberMagazine
ability	BroodLordStetmannBomberMagazine	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBomberMagazine	effect	BroodLordStetmannInterceptorCreate	Effect	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/effectdata.xml	1	ability:BroodLordStetmannBomberMagazine
ability	BroodLordStetmannBomberMagazine	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBomberMagazine	effect	InterceptorFate	Effect	missing		1	ability:BroodLordStetmannBomberMagazine
ability	BroodLordStetmannBomberMagazine	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBomberMagazine	unit	InterceptorStetmann	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BroodLordStetmannBomberMagazine
ability	BroodLordStetmannBroodlingEscortArmAugment	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBroodlingEscortArmAugment	requirement	ArmBroodlingEscortStetmann	Requirements	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/requirementdata.xml	1	ability:BroodLordStetmannBroodlingEscortArmAugment
ability	BroodLordStetmannBroodlingEscortArmAugment	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBroodlingEscortArmAugment	validator	BroodLordStetmannBroodlingArmAutoCastOn	Validator	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/validatordata.xml	1	ability:BroodLordStetmannBroodlingEscortArmAugment
ability	BroodLordStetmannBroodlingEscortArmAugment	Stetmann	ability-with-chain	no	ability	BroodLordStetmannBroodlingEscortArmAugment	effect	BroodLordStetmannBroodlingEscortArmDelay	Effect	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/commanders/egonstetmann.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:BroodLordStetmannBroodlingEscortArmAugment
ability	BroodLordStetmannYamatoGun	Stetmann	ability-with-chain	no	ability	BroodLordStetmannYamatoGun	requirement	BroodLordStetmannYamato	Requirements	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/requirementdata.xml	1	ability:BroodLordStetmannYamatoGun
ability	BroodLordStetmannYamatoGun	Stetmann	ability-with-chain	no	ability	BroodLordStetmannYamatoGun	effect	BroodLordStetmannYamatoMissile	Effect	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/effectdata.xml	1	ability:BroodLordStetmannYamatoGun
ability	BroodLordStetmannYamatoGun	Stetmann	ability-with-chain	no	ability	BroodLordStetmannYamatoGun	effect	Yamato	Effect	official-reference	游戏数据/官方SC2原始文本镜像/mods/liberty.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:BroodLordStetmannYamatoGun
ability	BrutaliskDeepTunnel	Abathur	ability-with-chain	no	ability	BrutaliskDeepTunnel	effect	BrutaliskDeepTunnelCU	Effect	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/effectdata.xml	1	ability:BrutaliskDeepTunnel
ability	BuildAutoTurret_BlackOps	Nova	ability-with-chain	no	ability	BuildAutoTurret_BlackOps	button	AutoTurret_BlackOps	DefaultButtonFace	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	1	ability:BuildAutoTurret_BlackOps
ability	BuildAutoTurret_BlackOps	Nova	ability-with-chain	no	ability	BuildAutoTurret_BlackOps	effect	AutoTurret_BlackOpsRelease	Effect	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:BuildAutoTurret_BlackOps
ability	BuildAutoTurret_BlackOps	Nova	ability-with-chain	no	ability	BuildAutoTurret_BlackOps	effect	AutoTurret_BlackOps	Effect	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/EffectData.xml	1	ability:BuildAutoTurret_BlackOps
ability	BuildAutoTurret_BlackOps	Nova	ability-with-chain	no	ability	BuildAutoTurret_BlackOps	unit	NovaACLaserTurret	Unit	xm-dependency	原始mod/Mods/XM/XMNova.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BuildAutoTurret_BlackOps
ability	BurrowBanelingDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowBanelingDownStetmann	unit	BanelingStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowBanelingDownStetmann
ability	BurrowBrutaliskDown	Abathur	ability-with-chain	no	ability	BurrowBrutaliskDown	unit	BrutaliskBurrowed	UnitAttr	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/unitdata.xml	1	ability:BurrowBrutaliskDown
ability	BurrowDehakaHydraliskLevel2Down	Dehaka	ability-with-chain	no	ability	BurrowDehakaHydraliskLevel2Down	unit	DehakaHydraliskLevel2Burrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaHydraliskLevel2Down
ability	BurrowDehakaRavasaurDown	Dehaka	ability-with-chain	no	ability	BurrowDehakaRavasaurDown	unit	DehakaRavasaurBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaRavasaurDown
ability	BurrowDehakaRoachLevel2Down	Dehaka	ability-with-chain	no	ability	BurrowDehakaRoachLevel2Down	unit	DehakaRoachLevel2Burrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaRoachLevel2Down
ability	BurrowDehakaRoachLevel3Down	Dehaka	ability-with-chain	no	ability	BurrowDehakaRoachLevel3Down	unit	DehakaRoachLevel3Burrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaRoachLevel3Down
ability	BurrowDehakaUltraliskLevel2Down	Dehaka	ability-with-chain	no	ability	BurrowDehakaUltraliskLevel2Down	unit	DehakaUltraliskLevel2Burrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaUltraliskLevel2Down
ability	BurrowDehakaUltraliskLevel3Down	Dehaka	ability-with-chain	no	ability	BurrowDehakaUltraliskLevel3Down	unit	DehakaUltraliskLevel3Burrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaUltraliskLevel3Down
ability	BurrowDehakaZerglingLevel2Down	Dehaka	ability-with-chain	no	ability	BurrowDehakaZerglingLevel2Down	unit	DehakaZerglingLevel2Burrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowDehakaZerglingLevel2Down
ability	BurrowHydraliskDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowHydraliskDownStetmann	unit	HydraliskStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowHydraliskDownStetmann
ability	BurrowImpalerDehakaDown	Dehaka	ability-with-chain	no	ability	BurrowImpalerDehakaDown	unit	ImpalerDehakaBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMDehaka.SC2Mod/Base.SC2Data/GameData/UnitData.xml	1	ability:BurrowImpalerDehakaDown
ability	BurrowInfestorDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowInfestorDownStetmann	unit	InfestorStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowInfestorDownStetmann
ability	BurrowLurkerDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowLurkerDownStetmann	unit	LurkerStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowLurkerDownStetmann
ability	BurrowLurkerUpStetmann	Stetmann	ability-with-chain	no	ability	BurrowLurkerUpStetmann	unit	LurkerStetmann	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowLurkerUpStetmann
ability	BurrowRavagerAbathurDown	Abathur	ability-with-chain	no	ability	BurrowRavagerAbathurDown	unit	RavagerAbathurBurrowed	UnitAttr	official-reference	游戏数据/官方SC2原始文本镜像/mods/starcoop/starcoop.sc2mod/base.sc2data/gamedata/unitdata.xml	1	ability:BurrowRavagerAbathurDown
ability	BurrowRavagerDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowRavagerDownStetmann	unit	RavagerStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowRavagerDownStetmann
ability	BurrowRoachDownStetmann	Stetmann	ability-with-chain	no	ability	BurrowRoachDownStetmann	unit	RoachStetmannBurrowed	UnitAttr	xm-dependency	原始mod/Mods/XM/XMStetmann.SC2Mod/Base.SC2Data/GameData/unitdata.xml	1	ability:BurrowRoachDownStetmann
