"Commander","Kind","Index","UnitId","NameZh","SourceFile","SourceLine"
"Nova","建筑","2","GhostAcademyNova","幽灵军校","LibE0EAE146_CommanderBuildings.galaxy","158"
"Nova","建筑","3","AutoTurret","AutoTurret","LibE0EAE146_CommanderBuildings.galaxy","159"
"Nova","建筑","4","MissileTurret","导弹塔","LibE0EAE146_CommanderBuildings.galaxy","160"
"Nova","建筑","5","CommandCenter","CommandCenter","LibE0EAE146_CommanderBuildings.galaxy","161"
"Raynor","兵种","1","Marine","Marine","LibE0EAE146_CommanderRosters.galaxy","227"
"Raynor","兵种","2","Medic","医疗兵","LibE0EAE146_CommanderRosters.galaxy","228"
"Raynor","兵种","3","Vulture","秃鹫","LibE0EAE146_CommanderRosters.galaxy","229"
"Raynor","兵种","4","Firebat","火蝠","LibE0EAE146_CommanderRosters.galaxy","230"
"Raynor","兵种","5","SCV","SCV","LibE0EAE146_CommanderRosters.galaxy","231"
"Raynor","兵种","6","Viking","维京战机","LibE0EAE146_CommanderRosters.galaxy","232"
"Raynor","兵种","7","Banshee","Banshee","LibE0EAE146_CommanderRosters.galaxy","233"
"Raynor","兵种","8","Marauder","Marauder","LibE0EAE146_CommanderRosters.galaxy","234"
"Raynor","兵种","9","Battlecruiser","Battlecruiser","LibE0EAE146_CommanderRosters.galaxy","235"
"Raynor","兵种","10","SiegeTank","攻城坦克","LibE0EAE146_CommanderRosters.galaxy","236"
"Raynor","建筑","1","Barracks","Barracks","LibE0EAE146_CommanderBuildings.galaxy","171"
"Raynor","建筑","2","SupplyDepot","SupplyDepot","LibE0EAE146_CommanderBuildings.galaxy","172"
"Raynor","建筑","3","Bunker","地堡","LibE0EAE146_CommanderBuildings.galaxy","173"
"Raynor","建筑","4","MissileTurret","导弹塔","LibE0EAE146_CommanderBuildings.galaxy","174"
"Raynor","建筑","5","CommandCenter","CommandCenter","LibE0EAE146_CommanderBuildings.galaxy","175"
"Raynor","建筑","6","OrbitalCommand","轨道控制基地","LibE0EAE146_CommanderBuildings.galaxy","176"
"Stetmann","兵种","1","DroneStetmann","机械工蜂","LibE0EAE146_CommanderRosters.galaxy","246"
"Stetmann","兵种","2","GaryStetmann","盖瑞","LibE0EAE146_CommanderRosters.galaxy","247"
"Stetmann","兵种","3","SuperGaryStetmann","超级盖瑞","LibE0EAE146_CommanderRosters.galaxy","248"
"Stetmann","兵种","4","ZerglingStetmann","机械跳虫","LibE0EAE146_CommanderRosters.galaxy","249"
"Stetmann","兵种","5","BanelingStetmann","机械爆虫","LibE0EAE146_CommanderRosters.galaxy","250"
"Stetmann","兵种","6","RoachStetmann","机械蟑螂","LibE0EAE146_CommanderRosters.galaxy","251"
"Stetmann","兵种","7","RavagerStetmann","机械破坏者","LibE0EAE146_CommanderRosters.galaxy","252"
"Stetmann","兵种","8","HydraliskStetmann","机械刺蛇","LibE0EAE146_CommanderRosters.galaxy","253"
"Stetmann","兵种","9","LurkerStetmann","机械潜伏者","LibE0EAE146_CommanderRosters.galaxy","254"
"Stetmann","兵种","10","LurkerStetmannBurrowed","机械潜伏者","LibE0EAE146_CommanderRosters.galaxy","255"
"Stetmann","兵种","11","InfestorStetmann","机械感染者","LibE0EAE146_CommanderRosters.galaxy","256"
"Stetmann","兵种","12","UltraliskStetmann","机械雷兽","LibE0EAE146_CommanderRosters.galaxy","257"
"Stetmann","兵种","13","CorruptorStetmann","机械腐化者","LibE0EAE146_CommanderRosters.galaxy","258"
"Stetmann","兵种","14","BroodLordStetmann","机械巢式战列空母","LibE0EAE146_CommanderRosters.galaxy","259"
"Stetmann","兵种","15","OverseerStetmann","机械眼虫","LibE0EAE146_CommanderRosters.galaxy","260"
"Stetmann","兵种","16","OverseerStetmannSiegeMode","机械眼虫","LibE0EAE146_CommanderRosters.galaxy","261"
"Stetmann","建筑","1","HatcheryStetmann","机械孵化场","LibE0EAE146_CommanderBuildings.galaxy","186"
"Stetmann","建筑","2","LairStetmann","机械虫穴","LibE0EAE146_CommanderBuildings.galaxy","187"
"Stetmann","建筑","3","HiveStetmann","机械主巢","LibE0EAE146_CommanderBuildings.galaxy","188"
"Stetmann","建筑","4","ExtractorStetmann","机械萃取房","LibE0EAE146_CommanderBuildings.galaxy","189"
"Stetmann","建筑","5","SpawningPoolStetmann","机械分裂池","LibE0EAE146_CommanderBuildings.galaxy","190"
"Stetmann","建筑","6","EvolutionChamberStetmann","机械进化腔","LibE0EAE146_CommanderBuildings.galaxy","191"
"Stetmann","建筑","7","BanelingNestStetmann","机械爆虫巢穴","LibE0EAE146_CommanderBuildings.galaxy","192"
"Stetmann","建筑","8","HydraliskDenStetmann","机械刺蛇巢","LibE0EAE146_CommanderBuildings.galaxy","193"
"Stetmann","建筑","9","LurkerDenStetmann","机械潜伏者巢穴","LibE0EAE146_CommanderBuildings.galaxy","194"
"Stetmann","建筑","10","InfestationPitStetmann","机械感染深渊","LibE0EAE146_CommanderBuildings.galaxy","195"
"Stetmann","建筑","11","SpireStetmann","机械尖塔","LibE0EAE146_CommanderBuildings.galaxy","196"
"Stetmann","建筑","12","GreaterSpireStetmann","机械巨型尖塔","LibE0EAE146_CommanderBuildings.galaxy","197"
"Stetmann","建筑","13","UltraliskCavernStetmann","机械雷兽窟","LibE0EAE146_CommanderBuildings.galaxy","198"
"Stetmann","建筑","14","SpineCrawlerStetmann","机械脊针爬虫","LibE0EAE146_CommanderBuildings.galaxy","199"
"Stetmann","建筑","15","SpineCrawlerUprootedStetmann","机械脊针爬虫","LibE0EAE146_CommanderBuildings.galaxy","200"
"Stetmann","建筑","16","SporeCrawlerStetmann","机械孢子爬虫","LibE0EAE146_CommanderBuildings.galaxy","201"
"Stetmann","建筑","17","SporeCrawlerUprootedStetmann","机械孢子爬虫","LibE0EAE146_CommanderBuildings.galaxy","202"
"Stetmann","建筑","18","PowerTowerStetmann","艾星","LibE0EAE146_CommanderBuildings.galaxy","203"
"Stukov","兵种","1","SIInfestedCivilian","被感染的平民","LibE0EAE146_CommanderRosters.galaxy","271"
"Stukov","兵种","2","SIInfestedMarine","被感染的陆战队员","LibE0EAE146_CommanderRosters.galaxy","272"
"Stukov","兵种","3","StukovInfestedSiegeTank","被感染的攻城坦克","LibE0EAE146_CommanderRosters.galaxy","273"
"Stukov","兵种","4","SIWraith","SIWraith","LibE0EAE146_CommanderRosters.galaxy","274"
"Stukov","兵种","5","SIQueen","虫巢女王","LibE0EAE146_CommanderRosters.galaxy","275"
"Stukov","兵种","6","Zergling","跳虫","LibE0EAE146_CommanderRosters.galaxy","276"
"Stukov","建筑","1","SIEngineeringBay","被感染的工程站","LibE0EAE146_CommanderBuildings.galaxy","213"
"Stukov","建筑","2","SIArmory","被感染的军械库","LibE0EAE146_CommanderBuildings.galaxy","214"
"Stukov","建筑","3","SIBarracks","被感染的兵营","LibE0EAE146_CommanderBuildings.galaxy","215"
"Stukov","建筑","4","SICivilianStructure","被感染的移民营","LibE0EAE146_CommanderBuildings.galaxy","216"
"Stukov","建筑","5","SICommandCenter","被感染的指挥中心","LibE0EAE146_CommanderBuildings.galaxy","217"
"Stukov","建筑","6","SIFactory","被感染的重工厂","LibE0EAE146_CommanderBuildings.galaxy","218"
"Stukov","建筑","7","SIRefinery","被感染的气矿","LibE0EAE146_CommanderBuildings.galaxy","219"
"Stukov","建筑","8","SIStarport","被感染的星港","LibE0EAE146_CommanderBuildings.galaxy","220"
"Stukov","建筑","9","SISupplyDepot","SISupplyDepot","LibE0EAE146_CommanderBuildings.galaxy","221"
"Swann","兵种","1","Cyclone","Cyclone","LibE0EAE146_CommanderRosters.galaxy","286"
"Swann","兵种","2","HellionTank","HellionTank","LibE0EAE146_CommanderRosters.galaxy","287"
"Swann","兵种","3","HerculesSwann","大力神","LibE0EAE146_CommanderRosters.galaxy","288"
"Swann","兵种","4","ScienceVesselSwann","科学船","LibE0EAE146_CommanderRosters.galaxy","289"
"Swann","兵种","5","Hellion","Hellion","LibE0EAE146_CommanderRosters.galaxy","290"
"Swann","兵种","6","WraithSwann","怨灵战机","LibE0EAE146_CommanderRosters.galaxy","291"
"Swann","兵种","7","SCV","SCV","LibE0EAE146_CommanderRosters.galaxy","292"
"Swann","兵种","8","GoliathSwann","歌利亚武装机器人","LibE0EAE146_CommanderRosters.galaxy","293"
"Swann","兵种","9","SiegeTank","攻城坦克","LibE0EAE146_CommanderRosters.galaxy","294"
"Swann","建筑","1","SupplyDepot","SupplyDepot","LibE0EAE146_CommanderBuildings.galaxy","231"
"Swann","建筑","2","DrakkenLaserDrillCoop","德拉肯激光钻机","LibE0EAE146_CommanderBuildings.galaxy","232"
"Swann","建筑","3","KelMorianGrenadeTurret","KelMorianGrenadeTurret","LibE0EAE146_CommanderBuildings.galaxy","233"
"Swann","建筑","4","MissileTurret","导弹塔","LibE0EAE146_CommanderBuildings.galaxy","234"
"Swann","建筑","5","PerditionTurret","炼狱炮台","LibE0EAE146_CommanderBuildings.galaxy","235"
"Swann","建筑","6","CommandCenter","CommandCenter","LibE0EAE146_CommanderBuildings.galaxy","236"
"Tychus","兵种","1","TychusCoop","泰凯斯·芬利","LibE0EAE146_CommanderRosters.galaxy","304"
"Tychus","兵种","2","TychusGhost","维嘉","LibE0EAE146_CommanderRosters.galaxy","305"
"Tychus","兵种","3","TychusMedic","莱纳·尼卡拉中尉","LibE0EAE146_CommanderRosters.galaxy","306"
"Tychus","兵种","4","TychusFirebat","迈尔斯“布雷泽”刘易斯","LibE0EAE146_CommanderRosters.galaxy","307"
"Tychus","兵种","5","TychusHERC","罗布“弹头哥”博斯韦尔","LibE0EAE146_CommanderRosters.galaxy","308"
"Tychus","兵种","6","TychusSpectre","纳克斯","LibE0EAE146_CommanderRosters.galaxy","309"
"Tychus","兵种","7","TychusWarhound","詹姆斯“天狼星”赛克斯","LibE0EAE146_CommanderRosters.galaxy","310"
"Tychus","兵种","8","TychusReaper","“老油条”萨姆","LibE0EAE146_CommanderRosters.galaxy","311"
"Tychus","兵种","9","TychusMarauder","凯文“响尾蛇”韦斯特","LibE0EAE146_CommanderRosters.galaxy","312"
"Tychus","兵种","10","Marauder","Marauder","LibE0EAE146_CommanderRosters.galaxy","313"
"Tychus","兵种","11","TychusSCV","SCV","LibE0EAE146_CommanderRosters.galaxy","314"
"Tychus","建筑","1","TychusMercCompound","枪王藏身处","LibE0EAE146_CommanderBuildings.galaxy","246"
"Tychus","建筑","2","TychusGhostAcademy","鬼手安全屋","LibE0EAE146_CommanderBuildings.galaxy","247"
"Tychus","建筑","3","TychusArmory","猛男军械库","LibE0EAE146_CommanderBuildings.galaxy","248"
"Vorazun","兵种","1","DarkTemplarShakuras","虚空圣堂武士","LibE0EAE146_CommanderRosters.galaxy","324"
"Vorazun","兵种","2","Oracle","Oracle","LibE0EAE146_CommanderRosters.galaxy","325"
"Vorazun","兵种","3","CorsairMP","CorsairMP","LibE0EAE146_CommanderRosters.galaxy","326"
"Vorazun","兵种","4","Zealot","哨兵","LibE0EAE146_CommanderRosters.galaxy","327"
"Vorazun","兵种","5","ZealotShakuras","黑暗狂热者","LibE0EAE146_CommanderRosters.galaxy","328"
"Vorazun","兵种","6","Stalker","Stalker","LibE0EAE146_CommanderRosters.galaxy","329"
"Vorazun","兵种","7","VoidRay","VoidRay","LibE0EAE146_CommanderRosters.galaxy","330"
"Vorazun","建筑","1","Gateway","Gateway","LibE0EAE146_CommanderBuildings.galaxy","258"
"Vorazun","建筑","2","PhotonCannon","光子炮台","LibE0EAE146_CommanderBuildings.galaxy","259"
"Vorazun","建筑","3","TwilightCouncil","TwilightCouncil","LibE0EAE146_CommanderBuildings.galaxy","260"
"Zagara","兵种","1","ZagaraVoidCoop","ZagaraVoidCoop","LibE0EAE146_CommanderRosters.galaxy","340"
"Zagara","兵种","2","InfestedAbomination","被感染的畸变体","LibE0EAE146_CommanderRosters.galaxy","341"
"Zagara","兵种","3","Baneling","Baneling","LibE0EAE146_CommanderRosters.galaxy","342"
"Zagara","兵种","4","Corruptor","Corruptor","LibE0EAE146_CommanderRosters.galaxy","343"
"Zagara","兵种","5","Scourge","爆蚊","LibE0EAE146_CommanderRosters.galaxy","344"
"Zagara","兵种","6","SwarmQueen","虫群女王","LibE0EAE146_CommanderRosters.galaxy","345"
"Zagara","兵种","7","Zergling","跳虫","LibE0EAE146_CommanderRosters.galaxy","346"
"Zagara","建筑","1","SpineCrawler","脊针爬虫","LibE0EAE146_CommanderBuildings.galaxy","270"
